"CMPLNT_FR_DT","BORO_NM","count"
"02/25/2015","BROOKLYN","356"
"09/12/2009","STATEN ISLAND","80"
"03/03/2011","MANHATTAN","319"
"11/24/2006","BRONX","264"
"09/19/2005","QUEENS","3"
"10/07/2003","BROOKLYN","1"
"07/20/2022","STATEN ISLAND","57"
"07/08/2009","BROOKLYN","436"
"04/24/2013","BRONX","321"
"03/29/2013","MANHATTAN","331"
"09/22/2002","BRONX","1"
"11/20/2008","STATEN ISLAND","69"
"06/07/2008","BROOKLYN","432"
"02/19/2012","MANHATTAN","294"
"10/03/2009","STATEN ISLAND","79"
"02/22/2007","QUEENS","248"
"08/24/2017","BRONX","304"
"04/23/2019","QUEENS","222"
"05/23/2007","MANHATTAN","405"
"04/14/2010","BROOKLYN","421"
"09/17/2017","QUEENS","249"
"08/29/2013","BROOKLYN","438"
"09/25/2010","STATEN ISLAND","67"
"09/06/2012","QUEENS","262"
"12/27/2010","BROOKLYN","113"
"06/19/2013","BROOKLYN","452"
"07/18/2019","BRONX","304"
"01/19/2023","(null)","2"
"12/25/2019","QUEENS","210"
"04/02/2014","BRONX","312"
"02/27/2011","BROOKLYN","338"
"09/11/2021","(null)","3"
"02/14/2009","MANHATTAN","314"
"06/20/2018","STATEN ISLAND","76"
"06/08/2007","STATEN ISLAND","91"
"11/28/2017","BRONX","269"
"08/17/2008","BROOKLYN","462"
"08/22/2017","MANHATTAN","350"
"10/17/2015","MANHATTAN","295"
"09/23/2015","MANHATTAN","324"
"09/11/2014","STATEN ISLAND","78"
"07/14/2018","BRONX","298"
"04/29/2009","MANHATTAN","371"
"11/12/2021","BROOKLYN","434"
"10/16/2020","STATEN ISLAND","29"
"09/16/2015","BROOKLYN","445"
"03/03/2006","QUEENS","284"
"09/22/2017","MANHATTAN","367"
"09/27/2015","BROOKLYN","375"
"03/08/2015","MANHATTAN","244"
"05/19/2010","STATEN ISLAND","56"
"08/31/2017","QUEENS","253"
"07/06/1019","BRONX","1"
"06/27/2006","STATEN ISLAND","96"
"04/02/2024","BRONX","239"
"09/01/1977","BROOKLYN","1"
"11/29/2022","BROOKLYN","417"
"12/10/1993","QUEENS","1"
"12/29/2019","MANHATTAN","260"
"04/10/2006","MANHATTAN","305"
"10/03/2020","BROOKLYN","341"
"11/19/2020","STATEN ISLAND","55"
"10/07/2009","BROOKLYN","388"
"01/11/2006","QUEENS","301"
"06/26/2010","MANHATTAN","331"
"09/18/2012","MANHATTAN","271"
"12/15/2019","BROOKLYN","320"
"01/07/2014","BROOKLYN","306"
"06/01/2013","BRONX","343"
"12/23/1991","MANHATTAN","1"
"08/20/2007","BRONX","265"
"10/04/2024","BROOKLYN","444"
"03/22/2024","STATEN ISLAND","80"
"08/27/2019","BRONX","301"
"07/22/2018","STATEN ISLAND","51"
"07/17/2023","MANHATTAN","326"
"03/26/2016","BROOKLYN","377"
"04/02/2017","MANHATTAN","293"
"02/10/2016","MANHATTAN","323"
"02/01/2020","BROOKLYN","379"
"09/11/2014","BROOKLYN","453"
"02/16/2006","BROOKLYN","450"
"12/14/2006","QUEENS","283"
"05/16/2014","STATEN ISLAND","78"
"03/25/2008","STATEN ISLAND","70"
"08/09/2007","QUEENS","302"
"10/24/2006","QUEENS","257"
"11/22/2011","STATEN ISLAND","63"
"02/20/2015","STATEN ISLAND","56"
"02/08/2012","STATEN ISLAND","62"
"02/04/2006","STATEN ISLAND","65"
"02/08/2022","STATEN ISLAND","58"
"11/01/2024","BROOKLYN","510"
"05/28/2015","QUEENS","253"
"01/11/2011","BRONX","308"
"07/30/2014","MANHATTAN","331"
"06/18/2014","STATEN ISLAND","79"
"10/04/2009","MANHATTAN","323"
"10/28/2005","BROOKLYN","7"
"04/28/2024","BROOKLYN","396"
"01/25/2012","QUEENS","265"
"05/15/2022","BROOKLYN","404"
"05/22/2008","BROOKLYN","450"
"11/25/2006","QUEENS","263"
"07/06/2008","MANHATTAN","274"
"05/11/2022","STATEN ISLAND","62"
"11/25/2009","STATEN ISLAND","85"
"07/12/2000","MANHATTAN","1"
"06/22/2011","BRONX","335"
"10/30/2019","BRONX","279"
"10/03/2009","MANHATTAN","376"
"09/10/2015","QUEENS","257"
"09/06/2024","QUEENS","315"
"03/10/2024","STATEN ISLAND","66"
"04/24/2010","MANHATTAN","337"
"06/07/2005","QUEENS","3"
"01/09/1920","MANHATTAN","1"
"10/11/2020","BRONX","269"
"01/24/2022","MANHATTAN","275"
"05/25/2008","STATEN ISLAND","72"
"12/19/2015","QUEENS","245"
"11/01/1996","BRONX","1"
"09/07/2016","QUEENS","259"
"09/24/2005","BROOKLYN","3"
"04/12/2017","STATEN ISLAND","51"
"04/03/2016","BROOKLYN","315"
"03/29/2011","STATEN ISLAND","54"
"06/20/2023","MANHATTAN","400"
"09/11/2024","(null)","4"
"04/07/2006","MANHATTAN","411"
"10/23/2023","STATEN ISLAND","72"
"12/20/2013","BRONX","301"
"12/14/1025","BROOKLYN","1"
"04/16/2006","MANHATTAN","259"
"12/01/2024","STATEN ISLAND","55"
"11/19/2000","QUEENS","1"
"09/23/2007","STATEN ISLAND","77"
"05/23/2001","MANHATTAN","1"
"12/20/2016","BROOKLYN","368"
"01/09/2014","BROOKLYN","419"
"07/26/2000","BRONX","1"
"05/10/2023","BROOKLYN","476"
"09/03/2022","(null)","5"
"12/12/2006","MANHATTAN","396"
"12/17/2023","STATEN ISLAND","53"
"12/16/2007","MANHATTAN","257"
"03/01/1997","BRONX","1"
"09/23/2000","BROOKLYN","1"
"09/07/2003","BRONX","1"
"10/11/1919","MANHATTAN","1"
"06/20/2000","MANHATTAN","1"
"01/13/2008","BRONX","267"
"01/27/2021","BRONX","220"
"07/09/2023","BRONX","338"
"08/11/2014","BROOKLYN","442"
"11/13/2012","BROOKLYN","363"
"12/11/2015","BROOKLYN","468"
"08/21/2011","BROOKLYN","398"
"04/20/2021","MANHATTAN","250"
"09/08/2001","BRONX","1"
"03/16/2005","BRONX","1"
"06/17/2016","MANHATTAN","358"
"10/03/2024","(null)","3"
"04/09/2001","BRONX","2"
"01/02/2019","BROOKLYN","345"
"08/10/1997","MANHATTAN","1"
"07/23/2021","(null)","7"
"09/12/2016","QUEENS","230"
"02/02/2002","BROOKLYN","2"
"02/15/2018","BRONX","337"
"02/14/2014","MANHATTAN","302"
"09/24/2014","QUEENS","262"
"09/17/2018","MANHATTAN","362"
"10/19/2014","QUEENS","278"
"01/13/2010","MANHATTAN","321"
"07/08/2016","QUEENS","251"
"11/06/2007","MANHATTAN","361"
"12/20/2001","BRONX","1"
"04/13/2008","MANHATTAN","329"
"11/24/2009","BRONX","336"
"11/03/2021","(null)","4"
"10/01/2009","BROOKLYN","528"
"07/20/2007","BROOKLYN","491"
"06/03/2016","MANHATTAN","359"
"06/24/2012","BROOKLYN","452"
"05/30/2010","BROOKLYN","356"
"07/06/2021","(null)","6"
"12/28/2021","(null)","4"
"12/10/1971","BRONX","1"
"06/24/2011","MANHATTAN","390"
"04/20/2020","BRONX","207"
"03/01/1995","BROOKLYN","2"
"04/08/2007","(null)","2"
"09/23/2020","MANHATTAN","285"
"10/25/2015","STATEN ISLAND","61"
"09/23/2024","STATEN ISLAND","62"
"04/21/2019","QUEENS","208"
"03/21/2006","STATEN ISLAND","69"
"09/18/2022","QUEENS","311"
"05/02/2013","BRONX","289"
"12/24/2007","QUEENS","270"
"11/01/2023","QUEENS","380"
"06/30/2024","(null)","10"
"04/14/2007","MANHATTAN","391"
"09/17/2011","BRONX","273"
"09/13/1999","BROOKLYN","2"
"02/22/2011","BROOKLYN","354"
"09/08/2023","QUEENS","342"
"02/21/2006","BROOKLYN","419"
"03/04/2019","BROOKLYN","251"
"10/16/2015","BRONX","346"
"07/21/2024","MANHATTAN","343"
"12/25/2014","BROOKLYN","259"
"03/16/2008","STATEN ISLAND","77"
"06/06/2024","QUEENS","364"
"07/18/2014","BROOKLYN","457"
"12/02/2015","MANHATTAN","319"
"12/28/2019","BROOKLYN","315"
"06/21/2012","BROOKLYN","439"
"09/25/2020","MANHATTAN","289"
"10/18/2002","BROOKLYN","1"
"10/14/2021","MANHATTAN","397"
"10/24/2011","STATEN ISLAND","71"
"02/06/2007","BROOKLYN","343"
"10/28/2006","STATEN ISLAND","74"
"11/11/2010","BROOKLYN","386"
"12/31/1997","BROOKLYN","1"
"02/05/2010","QUEENS","304"
"11/13/2006","BRONX","280"
"04/03/2019","BRONX","276"
"08/27/2004","BROOKLYN","1"
"10/27/2010","QUEENS","287"
"12/27/2020","QUEENS","188"
"03/31/2014","BRONX","259"
"07/12/2015","MANHATTAN","334"
"02/01/2006","MANHATTAN","414"
"04/06/2015","QUEENS","238"
"06/24/2013","MANHATTAN","307"
"08/07/2007","BRONX","341"
"02/16/2021","QUEENS","273"
"05/14/2009","QUEENS","285"
"05/30/2003","BRONX","1"
"12/17/1023","BRONX","1"
"07/23/2022","STATEN ISLAND","56"
"04/11/2016","BROOKLYN","393"
"06/10/2016","STATEN ISLAND","49"
"08/01/1997","BROOKLYN","1"
"11/17/2014","BRONX","200"
"02/20/2014","BROOKLYN","393"
"10/06/2016","QUEENS","270"
"02/19/2015","MANHATTAN","248"
"09/11/2002","BRONX","1"
"04/29/2011","STATEN ISLAND","70"
"10/06/2014","QUEENS","278"
"03/19/2011","QUEENS","260"
"05/02/2009","BROOKLYN","410"
"11/27/2009","BROOKLYN","388"
"12/24/2013","MANHATTAN","276"
"05/13/2021","(null)","1"
"07/11/2021","BRONX","291"
"10/13/2018","BROOKLYN","372"
"05/11/2011","BRONX","341"
"07/12/2019","QUEENS","233"
"11/12/2021","QUEENS","316"
"05/07/2023","BRONX","303"
"04/21/2024","(null)","1"
"06/09/2011","BROOKLYN","403"
"10/09/2011","QUEENS","260"
"06/24/2024","(null)","1"
"12/05/2005","BRONX","21"
"04/17/2015","BRONX","302"
"06/07/2015","BROOKLYN","366"
"04/27/2013","BROOKLYN","417"
"08/19/2010","STATEN ISLAND","54"
"03/16/2022","MANHATTAN","372"
"01/06/2016","QUEENS","246"
"07/14/1989","BRONX","1"
"04/18/2017","STATEN ISLAND","47"
"01/24/2015","STATEN ISLAND","62"
"05/09/2023","BROOKLYN","448"
"07/23/2021","BROOKLYN","365"
"07/02/2011","MANHATTAN","337"
"09/04/2016","BRONX","273"
"06/01/2022","BROOKLYN","511"
"10/09/2022","STATEN ISLAND","56"
"10/16/2014","STATEN ISLAND","55"
"04/15/2019","QUEENS","269"
"04/17/2016","BROOKLYN","376"
"01/31/2011","BRONX","232"
"07/22/2019","STATEN ISLAND","58"
"06/26/2013","MANHATTAN","369"
"10/02/2012","QUEENS","274"
"04/08/2006","MANHATTAN","322"
"12/29/2021","STATEN ISLAND","44"
"11/18/2005","QUEENS","6"
"02/24/2005","BRONX","3"
"10/24/2008","BRONX","350"
"01/28/2005","BRONX","2"
"10/19/2018","MANHATTAN","341"
"11/28/2022","QUEENS","337"
"03/17/2010","BRONX","326"
"04/18/2020","BROOKLYN","221"
"01/19/2014","QUEENS","256"
"07/05/2021","BRONX","273"
"07/08/2014","QUEENS","281"
"10/03/2019","MANHATTAN","326"
"05/10/2017","STATEN ISLAND","64"
"11/02/2024","MANHATTAN","389"
"05/01/2017","MANHATTAN","384"
"01/05/2009","QUEENS","295"
"11/25/2014","MANHATTAN","298"
"01/03/2022","STATEN ISLAND","43"
"04/03/2018","BROOKLYN","320"
"09/16/2021","MANHATTAN","346"
"05/18/2006","BRONX","335"
"08/11/1010","QUEENS","1"
"05/03/2008","BROOKLYN","441"
"07/04/2014","STATEN ISLAND","61"
"06/23/2008","BROOKLYN","397"
"07/02/2006","BROOKLYN","389"
"10/28/2010","STATEN ISLAND","65"
"08/31/2010","BROOKLYN","390"
"03/21/2018","STATEN ISLAND","35"
"06/06/2011","BRONX","287"
"06/15/2013","STATEN ISLAND","75"
"12/13/2023","MANHATTAN","357"
"06/23/2014","BRONX","259"
"03/16/2007","MANHATTAN","299"
"03/11/2021","BRONX","278"
"11/13/2024","BROOKLYN","452"
"09/28/2008","QUEENS","279"
"11/27/2004","QUEENS","1"
"01/30/2024","QUEENS","390"
"05/10/2024","BRONX","328"
"11/23/2019","QUEENS","260"
"12/30/2002","QUEENS","2"
"10/08/2022","BRONX","307"
"01/31/2020","MANHATTAN","389"
"03/21/2012","MANHATTAN","331"
"02/10/2018","BROOKLYN","353"
"02/20/2011","MANHATTAN","278"
"11/18/2020","BRONX","250"
"08/24/2004","QUEENS","2"
"12/23/2022","(null)","3"
"07/29/2020","BRONX","264"
"03/10/2022","STATEN ISLAND","57"
"05/30/2006","QUEENS","293"
"02/20/2009","(null)","25"
"10/11/2009","STATEN ISLAND","73"
"06/03/2017","MANHATTAN","295"
"04/20/2009","BRONX","270"
"12/27/2008","QUEENS","245"
"12/20/2018","(null)","1"
"12/21/2021","BROOKLYN","355"
"01/01/1994","QUEENS","9"
"02/02/2022","QUEENS","265"
"06/03/2018","STATEN ISLAND","50"
"07/18/2018","BROOKLYN","418"
"11/01/1992","MANHATTAN","1"
"04/01/2021","STATEN ISLAND","67"
"09/11/1990","BRONX","2"
"05/08/2008","BRONX","355"
"08/23/2012","BROOKLYN","492"
"09/24/2009","MANHATTAN","358"
"11/04/2018","BRONX","235"
"11/21/2019","BRONX","277"
"10/29/2001","QUEENS","1"
"12/11/2022","QUEENS","271"
"09/17/2007","BRONX","344"
"08/30/2024","QUEENS","362"
"07/22/2008","QUEENS","313"
"10/30/2004","MANHATTAN","1"
"04/03/2008","QUEENS","276"
"06/05/2005","BRONX","5"
"02/10/2021","STATEN ISLAND","52"
"09/06/2024","MANHATTAN","440"
"08/02/2012","BRONX","305"
"07/05/2019","QUEENS","313"
"05/03/2004","BRONX","1"
"12/01/2024","MANHATTAN","322"
"10/05/2021","(null)","3"
"12/04/2012","BRONX","296"
"08/17/2023","BROOKLYN","403"
"09/23/2024","(null)","2"
"04/10/2010","MANHATTAN","347"
"12/09/2020","BRONX","220"
"10/19/2011","STATEN ISLAND","48"
"08/26/2017","BROOKLYN","358"
"08/24/2024","STATEN ISLAND","63"
"09/06/2013","BRONX","297"
"12/05/2012","BROOKLYN","413"
"05/18/2013","BRONX","271"
"10/11/2014","BRONX","297"
"09/11/2019","MANHATTAN","348"
"02/23/2014","QUEENS","253"
"12/29/2021","MANHATTAN","274"
"08/11/1989","MANHATTAN","1"
"03/23/2022","(null)","2"
"02/01/2012","STATEN ISLAND","94"
"01/18/2014","BROOKLYN","387"
"05/20/2006","STATEN ISLAND","52"
"07/12/2007","BRONX","362"
"02/25/2022","BROOKLYN","332"
"02/11/2008","QUEENS","243"
"09/19/2009","BRONX","291"
"04/22/2022","BRONX","312"
"01/01/2001","BRONX","46"
"08/30/2005","QUEENS","6"
"08/31/2018","STATEN ISLAND","66"
"04/05/2011","QUEENS","263"
"03/01/2014","BRONX","342"
"03/29/2022","BRONX","320"
"07/15/2003","QUEENS","4"
"04/07/2012","BROOKLYN","399"
"07/06/2007","(null)","7"
"01/23/2006","(null)","1"
"05/31/2010","(null)","203"
"11/17/2005","QUEENS","4"
"07/08/2010","BROOKLYN","446"
"03/07/2022","BROOKLYN","383"
"01/16/1924","BRONX","1"
"08/06/2020","BRONX","278"
"09/14/2020","MANHATTAN","299"
"12/03/2021","BRONX","312"
"07/11/2024","BROOKLYN","461"
"04/16/2012","BRONX","287"
"01/31/2011","MANHATTAN","231"
"05/07/2021","STATEN ISLAND","45"
"04/14/2018","BRONX","282"
"09/19/2009","BROOKLYN","412"
"10/28/2007","BRONX","292"
"04/29/2019","STATEN ISLAND","55"
"12/18/2024","BRONX","307"
"05/27/2010","(null)","255"
"02/04/2009","BROOKLYN","350"
"12/01/1997","BROOKLYN","1"
"06/05/2015","BROOKLYN","412"
"06/01/2021","QUEENS","337"
"07/07/2003","QUEENS","1"
"05/22/2004","BROOKLYN","4"
"05/24/2020","BROOKLYN","251"
"09/23/2009","MANHATTAN","355"
"04/30/2007","(null)","1"
"12/20/2018","BRONX","240"
"10/22/2022","MANHATTAN","379"
"09/16/2018","BROOKLYN","384"
"07/17/2017","BRONX","272"
"03/24/2018","MANHATTAN","316"
"09/07/2015","BROOKLYN","436"
"03/15/2014","BROOKLYN","441"
"04/13/2017","QUEENS","208"
"07/28/2021","(null)","4"
"09/24/2017","MANHATTAN","291"
"06/04/2002","BRONX","1"
"01/29/2021","BRONX","203"
"05/11/2023","MANHATTAN","360"
"06/29/2002","BROOKLYN","1"
"04/15/2008","BROOKLYN","456"
"02/24/2012","STATEN ISLAND","79"
"01/05/2013","STATEN ISLAND","47"
"01/31/2021","MANHATTAN","206"
"07/14/2015","BRONX","272"
"02/14/2018","BROOKLYN","390"
"03/27/2021","BRONX","228"
"11/05/2016","MANHATTAN","329"
"05/05/2011","MANHATTAN","294"
"04/11/2007","MANHATTAN","366"
"03/26/2015","MANHATTAN","281"
"09/18/2008","STATEN ISLAND","80"
"05/02/2013","MANHATTAN","356"
"12/05/2010","STATEN ISLAND","54"
"05/03/2007","QUEENS","265"
"12/25/2014","BRONX","193"
"03/30/2010","BROOKLYN","307"
"10/05/2011","QUEENS","262"
"06/28/2008","MANHATTAN","359"
"11/03/2004","BRONX","1"
"05/30/2019","QUEENS","247"
"09/26/2021","MANHATTAN","335"
"07/09/2014","MANHATTAN","324"
"10/19/1993","BROOKLYN","1"
"01/10/1967","BRONX","1"
"08/31/2013","BROOKLYN","448"
"01/10/2022","STATEN ISLAND","72"
"12/22/2014","QUEENS","222"
"07/24/2002","BRONX","1"
"01/12/2019","QUEENS","212"
"05/27/2008","BROOKLYN","462"
"10/09/2023","(null)","3"
"10/25/2019","BROOKLYN","406"
"09/21/2019","MANHATTAN","348"
"02/28/2022","(null)","5"
"05/06/2014","BROOKLYN","441"
"09/27/2014","QUEENS","288"
"12/06/2024","BROOKLYN","426"
"09/30/2009","(null)","1"
"05/13/2008","QUEENS","267"
"06/21/2020","BRONX","239"
"12/02/2024","STATEN ISLAND","57"
"11/28/2024","QUEENS","218"
"08/22/2019","(null)","1"
"04/13/2001","BRONX","1"
"06/14/2023","QUEENS","363"
"06/02/2007","BRONX","331"
"12/24/2016","BRONX","247"
"08/02/2010","BRONX","278"
"12/31/2008","MANHATTAN","319"
"05/20/2011","BRONX","345"
"07/17/2010","BRONX","320"
"10/09/2024","BROOKLYN","443"
"08/02/2020","BROOKLYN","377"
"03/14/2017","MANHATTAN","137"
"02/09/2000","BRONX","1"
"08/12/2024","(null)","8"
"04/15/2020","STATEN ISLAND","53"
"10/21/2013","STATEN ISLAND","59"
"08/30/2017","BROOKLYN","398"
"11/07/2023","STATEN ISLAND","64"
"08/09/2019","QUEENS","296"
"04/09/2007","BROOKLYN","328"
"08/16/1016","MANHATTAN","1"
"03/30/2014","QUEENS","218"
"06/21/2021","MANHATTAN","342"
"01/21/2007","QUEENS","235"
"11/23/2016","BRONX","290"
"11/14/2013","STATEN ISLAND","61"
"11/26/2006","STATEN ISLAND","77"
"02/23/2009","(null)","247"
"12/30/2011","BRONX","284"
"09/21/2023","MANHATTAN","388"
"11/15/2020","BRONX","259"
"06/11/2016","STATEN ISLAND","56"
"10/13/2022","QUEENS","316"
"09/06/2024","(null)","4"
"07/07/2011","BRONX","320"
"12/01/1995","BRONX","2"
"12/18/2020","MANHATTAN","271"
"11/29/2014","STATEN ISLAND","50"
"05/05/2022","STATEN ISLAND","59"
"07/29/2024","(null)","1"
"01/03/2005","MANHATTAN","3"
"10/27/2022","QUEENS","338"
"09/10/2008","BROOKLYN","423"
"11/10/2012","QUEENS","230"
"11/28/2006","STATEN ISLAND","80"
"01/18/2017","MANHATTAN","373"
"12/13/2008","BRONX","288"
"11/18/2017","MANHATTAN","292"
"04/13/2007","(null)","2"
"01/14/2013","MANHATTAN","287"
"03/06/2007","QUEENS","241"
"06/16/2007","(null)","3"
"12/10/2011","STATEN ISLAND","69"
"03/20/2007","QUEENS","310"
"12/29/2017","BROOKLYN","336"
"05/24/2006","MANHATTAN","383"
"07/15/2011","QUEENS","285"
"08/09/2008","(null)","2"
"10/02/2023","BRONX","367"
"04/23/1999","QUEENS","1"
"02/09/2024","STATEN ISLAND","62"
"10/02/2013","BROOKLYN","471"
"10/17/2018","STATEN ISLAND","42"
"04/30/2018","BROOKLYN","382"
"09/10/2019","QUEENS","237"
"12/10/2006","MANHATTAN","324"
"09/30/2023","(null)","1"
"07/24/2024","BROOKLYN","478"
"02/19/2020","QUEENS","227"
"01/05/2022","MANHATTAN","298"
"04/10/2024","BROOKLYN","465"
"12/16/2017","QUEENS","243"
"12/08/2022","QUEENS","315"
"10/19/2022","(null)","4"
"02/17/2023","(null)","2"
"08/27/2017","STATEN ISLAND","51"
"06/12/2012","QUEENS","286"
"05/20/2021","MANHATTAN","320"
"11/18/2015","QUEENS","272"
"10/28/2020","BROOKLYN","342"
"12/06/2012","BRONX","299"
"08/12/2011","BROOKLYN","489"
"10/11/2016","MANHATTAN","304"
"07/16/2001","BROOKLYN","1"
"01/02/2012","STATEN ISLAND","50"
"06/03/2007","BRONX","256"
"06/21/2011","BRONX","296"
"08/09/2014","MANHATTAN","362"
"03/20/2015","STATEN ISLAND","63"
"04/03/2014","BRONX","292"
"06/10/2013","BRONX","259"
"01/28/2006","STATEN ISLAND","57"
"06/10/1999","BRONX","1"
"05/16/2024","(null)","2"
"11/17/2005","MANHATTAN","10"
"11/06/2009","STATEN ISLAND","57"
"01/10/2022","BROOKLYN","338"
"01/25/2021","BRONX","251"
"08/13/2017","STATEN ISLAND","65"
"01/06/2010","BRONX","326"
"10/22/2017","BROOKLYN","351"
"12/09/2014","BROOKLYN","360"
"05/10/2012","MANHATTAN","338"
"03/11/2017","MANHATTAN","256"
"01/23/2006","BROOKLYN","407"
"01/25/2007","BROOKLYN","388"
"06/09/2021","MANHATTAN","326"
"11/08/2012","QUEENS","184"
"10/11/2004","QUEENS","1"
"08/15/2009","MANHATTAN","408"
"08/17/2023","BRONX","327"
"12/30/2014","STATEN ISLAND","51"
"06/03/2011","BROOKLYN","496"
"02/11/2022","(null)","5"
"02/04/2000","BRONX","1"
"05/25/2023","BROOKLYN","424"
"10/31/2004","STATEN ISLAND","1"
"10/14/2011","STATEN ISLAND","59"
"03/27/2010","STATEN ISLAND","59"
"03/02/2021","MANHATTAN","265"
"01/23/2022","QUEENS","276"
"08/10/2010","BRONX","332"
"05/20/2021","BROOKLYN","383"
"08/16/2020","BRONX","251"
"01/25/2012","BRONX","309"
"02/22/2018","BROOKLYN","374"
"06/08/2001","QUEENS","1"
"01/06/2019","BRONX","224"
"01/31/1999","BROOKLYN","1"
"08/14/2019","BRONX","319"
"06/19/2021","STATEN ISLAND","53"
"02/14/2019","STATEN ISLAND","48"
"05/13/2003","BRONX","1"
"07/05/2018","STATEN ISLAND","59"
"01/16/2023","STATEN ISLAND","53"
"09/27/2001","BROOKLYN","1"
"11/03/2003","BROOKLYN","2"
"07/22/2005","BRONX","1"
"01/15/2016","BRONX","347"
"10/07/2015","STATEN ISLAND","59"
"10/20/2003","QUEENS","1"
"01/08/2022","QUEENS","254"
"06/22/2009","BROOKLYN","451"
"04/14/2007","STATEN ISLAND","68"
"08/05/2012","BRONX","285"
"02/27/1993","QUEENS","1"
"05/04/2020","BRONX","249"
"06/07/2014","MANHATTAN","301"
"12/01/2020","BROOKLYN","376"
"07/02/2017","STATEN ISLAND","51"
"11/20/2018","BRONX","258"
"01/17/2012","BRONX","314"
"05/24/2014","MANHATTAN","314"
"04/11/2019","BROOKLYN","362"
"09/28/2001","BROOKLYN","1"
"04/15/2023","BRONX","310"
"05/05/2018","QUEENS","266"
"01/08/1973","MANHATTAN","1"
"01/16/2001","BROOKLYN","1"
"01/07/2018","BRONX","193"
"03/06/2021","BRONX","212"
"01/30/2009","(null)","1"
"03/03/2010","STATEN ISLAND","76"
"02/16/2002","QUEENS","2"
"11/12/2005","QUEENS","4"
"05/13/2008","BROOKLYN","420"
"08/01/2021","BROOKLYN","385"
"09/07/2011","BRONX","253"
"11/29/2019","BROOKLYN","295"
"06/21/2010","STATEN ISLAND","71"
"04/11/2011","MANHATTAN","314"
"01/13/2012","BROOKLYN","425"
"12/03/2023","BRONX","299"
"02/08/2021","MANHATTAN","244"
"07/21/2008","QUEENS","288"
"12/26/2009","MANHATTAN","242"
"02/13/2023","(null)","3"
"01/23/2001","BRONX","1"
"05/21/2022","MANHATTAN","352"
"02/12/2011","BROOKLYN","435"
"01/24/2015","BROOKLYN","323"
"03/21/2023","MANHATTAN","368"
"04/21/2010","(null)","1"
"10/19/2009","MANHATTAN","302"
"11/09/2020","MANHATTAN","286"
"06/05/2009","MANHATTAN","341"
"10/10/2014","STATEN ISLAND","60"
"07/28/2018","STATEN ISLAND","44"
"07/20/2009","BRONX","321"
"03/19/2012","QUEENS","240"
"10/19/2022","STATEN ISLAND","68"
"06/01/2009","BRONX","337"
"12/02/2011","MANHATTAN","382"
"01/17/2020","BRONX","236"
"01/02/2011","STATEN ISLAND","58"
"10/25/2010","STATEN ISLAND","65"
"12/23/2007","BRONX","247"
"04/28/2009","BRONX","350"
"04/02/2004","QUEENS","1"
"02/04/2010","QUEENS","299"
"08/09/2011","MANHATTAN","314"
"03/29/2018","MANHATTAN","286"
"03/17/2010","STATEN ISLAND","72"
"04/19/2004","BROOKLYN","2"
"03/15/2023","STATEN ISLAND","71"
"02/10/2009","(null)","3"
"05/15/2024","STATEN ISLAND","48"
"12/13/2002","MANHATTAN","1"
"05/04/2009","BRONX","269"
"02/23/2021","BROOKLYN","303"
"06/08/2003","BRONX","1"
"09/24/2005","QUEENS","4"
"10/18/2019","BROOKLYN","381"
"08/09/2024","MANHATTAN","422"
"08/01/2009","MANHATTAN","390"
"07/09/2009","STATEN ISLAND","70"
"03/13/2012","BROOKLYN","444"
"02/06/2006","MANHATTAN","333"
"11/16/2007","MANHATTAN","435"
"07/12/2015","BRONX","311"
"05/05/2019","STATEN ISLAND","34"
"08/26/2000","BROOKLYN","1"
"03/02/2019","MANHATTAN","252"
"02/27/2021","STATEN ISLAND","36"
"08/22/2012","BRONX","307"
"11/01/1998","QUEENS","1"
"03/02/2013","QUEENS","261"
"04/06/2024","QUEENS","285"
"03/01/2017","QUEENS","364"
"05/17/2022","BROOKLYN","453"
"10/27/1015","BROOKLYN","1"
"01/26/2012","BRONX","319"
"09/10/2018","QUEENS","227"
"04/02/2007","STATEN ISLAND","74"
"06/17/2014","STATEN ISLAND","87"
"04/24/2020","BROOKLYN","261"
"08/22/2005","BROOKLYN","9"
"06/27/2019","BRONX","299"
"10/18/2007","BRONX","378"
"01/28/2020","QUEENS","269"
"11/30/2004","QUEENS","4"
"08/21/2020","MANHATTAN","322"
"02/05/2008","MANHATTAN","370"
"05/17/2009","BROOKLYN","372"
"03/19/2008","QUEENS","267"
"12/29/2024","(null)","3"
"08/29/2004","BROOKLYN","1"
"08/17/2016","MANHATTAN","355"
"10/22/2020","BRONX","257"
"11/06/2022","BRONX","288"
"10/06/2016","BROOKLYN","358"
"06/06/2022","BROOKLYN","433"
"04/22/2007","BROOKLYN","377"
"09/08/2003","BRONX","3"
"04/06/2016","STATEN ISLAND","54"
"07/20/2008","BRONX","256"
"01/06/2024","MANHATTAN","298"
"04/27/2018","MANHATTAN","330"
"06/01/1999","QUEENS","9"
"04/23/2022","MANHATTAN","364"
"12/21/2020","STATEN ISLAND","36"
"11/09/2012","MANHATTAN","315"
"06/26/2011","STATEN ISLAND","61"
"09/22/2009","BRONX","325"
"12/21/2013","MANHATTAN","384"
"12/26/2013","BROOKLYN","367"
"12/20/2011","STATEN ISLAND","63"
"03/12/2010","MANHATTAN","376"
"06/08/2019","MANHATTAN","347"
"02/25/2020","MANHATTAN","328"
"03/11/1999","MANHATTAN","1"
